Abstract,Prob_NotPositive,Prob_Positive,Prediction,Target
"This study was designed to determine metabolic and physical performance responses to ingestion of pre-exercise meals with different macronutrient and fiber profiles. Twelve physically active subjects (6 males and 6 females) were used to investigate the metabolic and physical performance consequences of consuming pre-exercise meals consisting of oat, corn, or wheat cereals. A fasting trial served as the control, and all subjects received each treatment in a Latin-square design. Blood samples were drawn before and 85 min after meal ingestion, during 90 min of cycling exercise (60% VO2peak), after a 6.4 km performance ride, and during 60 min of recovery. Expired air samples were collected to determine nutrient utilization. Resting carbohydrate oxidation rates and plasma insulin concentrations after oat ingestion were less than after wheat, and corn and wheat ingestion, respectively (P < 0.05). During exercise, the change in plasma glucose from pre-exercise was greater after consuming wheat and corn compared with oat (P < 0.05), and it was inversely related to pre-exercise plasma insulin concentration (r = -0.55, P = 0.0001). Plasma free fatty acid concentrations were inversely related to plasma lactate concentrations (r = -0.58, P = 0.0001). Free Fatty acid concentrations and fat oxidation were greater in fasting trials than all others, but performance ride times did not differ among treatments. Plasma branched-chain amino acid concentrations resembled their respective meal profiles throughout exercise, the performance ride, and recovery. These results indicate that pre-exercise meal composition can influence glucose homeostasis during early exercise and plasma branched-chain amino acid concentrations over a substantial range of metabolic demands.",0.06286308914422989,0.9371369481086731,1,1
"Four pigs fitted with a gastric cannula were fed on a wheat-flour-based diet (WF) and three oat-based diets, consisting mainly of oat flour (OF), rolled oats (RO) or oat bran (OB), for 1 week each, The stomach contents were collected quantitatively daily at 0.5, 1, 2, 3 or 5 h after feeding, The viscosity (mPa.s) of the liquid fraction of stomach contents 1 h after feeding was 1.7 with diet WF, 15 with diet OF, 30 with diet RO and approximately 400 with diet OB. The viscosity and the concentration of beta-glucan in the liquid phase was to some extent determined by the dietary level of beta-glucan in the diet, However, there was a trend towards a lower viscosity after longer exposure to the gastric juices, The correlation between logarithmic values for viscosity and concentration of beta-glucan in the Liquid phase of digesta was r 0.45, On centrifugation of digesta there was a higher proportion present in the sediment phase when the pigs were fed on diets with a higher content of soluble dietary fibre (DF), suggesting that the digesta was more coherent, This possibility was supported by the higher water-holding capacity (WHC) of the sediment, Feeding diets with oats containing a higher soluble DF content led to lower recoveries of digesta, PEG 4000 (Liquid-phase marker), and the DF components beta-glucan and arabinoxylan in the first hour after feeding, No effect related to the DF content of the diet was seen in the gastric emptying of starch and Cr2O3 (solid-phase marker). In conclusion, soluble DF from oats increased the viscosity of stomach contents and increased the ability of the dry matter to retain water, Higher levels of soluble DF led to higher recoveries of digesta, the liquid phase and DF itself in the initial stage of gastric emptying, whereas no effect was seen on the gastric emptying of starch.",0.24253074824810028,0.7574692368507385,1,1
"A comparison was made between the structure and physicochemical properties of starches extracted from five normal and one naked cultivar of oat. There was little difference in the molecular size or polydispersity of the native amylose and amylopectin determined by gel permeation chromatography (GPC), or in the unit chain distribution of isoamylase-debranched amylopectin, where three peaks were resolved at modal degree of polymerization of 15, 23, and 46. Apparent, total, and Delta-amylose (difference between apparent and total amylose due to lipid complexing) contents ranged from 19.7 to 22.0%, 27.5 to 29.8%, and 7.1. to 8.1, respectively, with lipid content, as fatty acid methyl esters, ranging from 0.66 to 0.75% on a dry basis and comprising the following fatty acids: 46.6% C16; 2.1% C18; 15.0% C18:1; 35.3% C18:2, and 0.7% C18:3. The naked oat starch had the lowest lipid content and Delta-amylose. Lintner type solubilization in 2M HCl (six days of incubation at 35 degrees C) ranged from 56.6 to 60.0% of the original dry alpha-glucan. The 80 degrees C swelling factor corresponding to postgelatinization swelling (determined by a blue dextran dye exclusion method) ranged from 8.6 to 10, with the naked oat being at the top of the range. At this temperature, the amount of alpha-glucan leached from the granules ranged from 4.1 to 6.6% (dry basis), where the highest value corresponded to the naked oat. Amylose (determined colorimetrically) accounted for 42.1-47.6% of the alpha-glucan in the leachate. No intermediate material could be detected by GPC. Damaged starch levels were very low in the starches analyzed (1.9-2.2% on a dr) basis). The high proportion of branched alpha-glucan in the leachate was confirmed by GPC and was attributed to the fragile nature of the gelatinized oat starch granules. Gelatinization parameters by differential scanning calorimetry were 44.7-47.3, 56.2-59.5, and 68.7-73.7 degrees C for T-o, T-p and T-c respectively, with Delta H ranging from 8.1 to 9.5 J/g. The mean diameter of native granules, determined by Coulter Counter, ranged from 4.96 to 5.63 mu m, with the naked oat starch being at the low end.",0.89954674243927,0.10045330226421356,0,1
"Postprandial blood glucose and insulin responses to cereal products made from common barley, oats or a barley genotype containing elevated levels of beta-glucans were evaluated in nine healthy subjects, Porridges were made from commercial Swedish wholemeal barley or oat flours, and a mixed whole-meal porridge using the high fiber barley genotype and commercial Swedish common barley (50:50). Also studied were two types of flour-based bread products composed of high fiber barley and common barley in ratios of 50: 50 or 80:20, respectively. The common oat and barley porridges produced postprandial glucose and insulin responses similar to the white wheat bread reference, suggesting that the naturally occurring dietary fiber in these whole-meal flours has no impact on the glucose tolerance. In contrast, all high fiber barley products induced significantly lower responses than did the reference product, with the glycemic and insulin indices ranging from 57 to 72 or 42 to 72%, respectively. It is concluded that ''lente'' products of high sensory quality can be prepared from a barley genotype with an elevated content of soluble dietary fiber. The glycemic index of these products compares favorably with that of products made from common cereals, suggesting their use as a potential component of diets for patients with diabetes and hyperlipidemia, and for individuals predisposed to metabolic disease.",0.015716923400759697,0.9842830896377563,1,1
"A severe disease occurred in the field plots of naked (cv. Salomon), dwarf (cv. Pal), and conventional oat (cvs. Jalostettu maatiainen and Sale) at the Viikki Experimental Farm of the University of Helsinki, Finland, in 1994 and 1995. Symptoms were expressed as grayish-brown necrotic areas on the lower leaves which killed plants from the seedling to heading stage, the effect being cultivar dependent. The proportion of plants killed contributed to the yield losses. The infection also resulted in less grains per panicle and lower weight of both panicle and vegetative above-ground biomass. From a total of 57 fungal isolates obtained from infected leaves, Fusarium culmorum (W.G.Sm.) Sacc, and F. sambucinum Fuck. dominated and subsequently caused infection (particularly foot and root rot) in oat in laboratory tests. These two Fusarium spp. were considered to be the primary causal agents of the symptoms observed in the field, although other pathogens may have been present. The disease was probably soil-borne. The results of this study suggested that the unusually dry and warm weather during late June and in July was the principal factor behind the severe disease outbreak.",0.9253891110420227,0.07461090385913849,0,0
"Different processing technologies were examined for their efficiency in production of large amounts of good quality oat gum rich in (1-->3)(1-->4)-beta-D-glucan. Untreated and enzyme-deactivated oat bran concentrate were extracted with aqueous sodium carbonate at pH 10 and 40 degrees C. Oat gums were subsequently isolated either by dialysis, ultrafiltration, or alcoholic precipitation on small, medium, and pilot plant scales. It was possible to produce oat gums with a beta-glucan content of approximate to 60-65% with all three methodologies. The viscosity of solutions of the gums and the molecular weights differed, depending on the production process. Using dialysis, the production of highly viscous gums was possible, whereas ultrafiltration and alcoholic precipitation yielded gums with lower solution viscosity. Enzyme-deactivated oat bran concentrate gave an oat gum with an increased beta-glucan content and solution viscosity, but in lower yield. To produce large amounts of oat gum, alcoholic precipitation would be the process of choice, but ultrafiltration and dialysis are useful alternatives.",0.4061950445175171,0.5938049554824829,1,0
"Starches from AC Stewart (Avena sativa L.) and NO 753-2 (Avena nuda L.) oat grains were isolated and some of the characteristics determined. The total starch lipids extracted by acid hydrolysis were 1.64% in both starches. The free lipid content (extracted by chloroform-methanol 2:1 v/v at 25 degrees C) was 21.3% and 18.0%, respectively, in NO 753-2 and AC Stewart starches. The free and bound lipid content (extracted by hot n-propanol-water 3:1 v/v from the residue left after chloroform-methanol extraction) was 77.4% and 82.0%, respectively, in NO 753-2 and AC Stewart starches. The total amylose content was nearly the same (similar to 23%) in both starches, of which 9.3% (NO 753-2) and 10.8% (AC Stewart) were complexed by native lipids. The starches differed widely in the extent of amylose leaching, degree of swelling, gelatinization transition temperatures and enthalpy, susceptibility towards acid and enzyme hydrolysis, gel strength, paste viscosity, thermal stability and retrogradation characteristics. The results showed that the extent of interaction of starch chains within the amorphous and crystalline regions of the granule was stronger in NO 753-2 than in AC Stewart. Copyright (C) 1996 Canadian Institute of Food Science and Technology",0.7720575928688049,0.22794240713119507,0,0
"The thermal and retrogradation properties of oar starches from two cultivars (NO 753-2 and AC Stewart) were characterized in the presence of glucose, fructose and sucrose at a concentration of 36% w/v. In both oar starches, amylose leaching (AML) and swelling factor (SF) decreased in the presence of sugars (sucrose > glucose > fructose). These decreases were more pronounced in AC Stewart starch. The decrease in AML showed that sugars interact with amylose chains within the amorphous regions of the starch granule. The gelatinization transition temperature and the enthalpy of gelatinization increased in the presence of sugars (sucrose > glucose > fructose), The above increase was also more pronounced in AC Stewart starch. The decrease in SF and the increase in gelatinization parameters indicated that these changes were influenced by the interplay of factors such as starch-sugar interaction, changes in water structure in the presence of sugars, and the antiplastizing properties of sugars relative to water. The retrogradation enthalpy and the X-ray diffraction intensities of NO 753-2 and AC Stewart starch gels (stored at 4C) increased in the presence of sugars (glucose > fructose > sucrose). These changes were more pronounced in NO 753-2 starch. The results showed that interaction (during storage) between leached amylopectin and sugar molecules was the main causative factor influencing oat starch retrogradation.",0.9221300482749939,0.07786991447210312,0,0
"Interactions of oat beta-glucan/oat gum (OG) in binary mixtures with other gums [xanthan (XG), locust bean (LEG), and guar (GG)] were studied by viscometry at ratios (50/50, 60/40, and 50/20) and concentrations (0.5 and 0.75%). Physical structure changes due to interactions were examined by scanning electron microscopy (SEM). Equilibrium moisture contents (EMC) were observed at relative humidities (RH), 10.5%, 22%, 33%, 44%, 76% and 93%. Water and oil uptake were determined. Viscosity enhancement occurred in OG/LBG (50/50 and 60/40; 0.5%) and OG/XG (60/40; 0.5%) blends, suggesting synergism. Micrographs depicted microstructural homogeneity (single bulk phase) in OG/LBG and OG/XG blends. EMC of OG and GG were 26.1 and 31.6%, respectively, at 93% RH for 2 wk. LBG showed high mold growth at 93% RH. Uptake of water and oil by OG were 2.6 and 2.0 mL/g, respectively.",0.8492162227630615,0.15078380703926086,0,0
"The purpose of this study was to investigate whether oat beta-glucan is responsible for the increased bile acid excretion previously observed with oat-fiber diets. The excretion patterns in ileostomy subjects given diets containing oat-bran bread with and without added beta-glucanase, a beta-glucan-degrading enzyme, were compared. The effect of a beta-glucan-rich barley fraction on sterol excretion was also investigated. Nine ileostomy subjects were served four diets in random order, each diet for 2 consecutive days. Four different kinds of bread, mainly made from oat bran (OB diet, 12.5 g beta-glucanid), oat bran with beta-glucanase (OBE diet, 3.8 g beta-glucan/d), barley (B diet, 13.0 g beta-glucan/d), or wheat flour (W diet, 1.2 g beta-glucan/d) were added to a basal diet. The 24-h excretion of bile acids was 53% higher in the OB diet period than in the OBE diet period (P < 0.05) and also was significantly higher than in the B and W diet periods (P < 0.05). Median (range) bile acid excretion was 851 (232-1550), 463 (123-1414), 755 (133-1187), and 606 (101-980) mg/d in the OB, OBE, B, and W diet periods, respectively. The excretion of cholesterol was significantly higher in the B diet period than in the OBE and W diet periods (P < 0.05), but the mechanism behind this effect of barley fiber is unknown. In oat bran, however, beta-glucan mediates an increase in bile acid excretion, which most probably explains the effect of oat fiber in lowering serum lipids.",0.11291705816984177,0.8870829939842224,1,0
"The chemical structures of the metabolites induced in oat leaves that had been inoculated with an incompatible race of crown rust fungus (phytoalexins) were examined. An HPLC analysis, using synthetic standards, demonstrates that they were a series of N-acyl 5-hydroxyanthranilates named avenanthramides, where the acyl groups were p-coumaroyl (avenanthramide A), feruloyl (avenanthramide B), and 5-(4'-hydroxyphenyl)-penta-2,4-dienoyl (avenanthramide L).",0.9302219748497009,0.06977804750204086,0,0
"A formula has previously been developed for an oat-based nutrient solution, fermented by Lactobacillus plantarum strain 299 V, to be used as a probiotica for people with a damaged intestinal microflora. Oats are nutritious and rich in minerals, but also contain large amounts of phytate (myoinositol hexaphosphate), which is one of the main inhibitors of absorption of iron and zinc in humans. The effects of phytases of varied sources (malted barley flour, malted oat flour, rye sour dough and of wheat phytase and phytase from Asperigillus niger), on the phytate degradation, acidity, bacterial counts and aroma of the oat-based nutrient solution were studied. The degradation of phytate varied between 100% and 72% of the initial value, depending on the source of phytase added. Malted barley flour and malted oat flour had the same capacity for degrading phytate in oats. The rate of pH decrease, final pH values, acidity, and viable counts of lactic acid bacteria varied in the solutions depending on the source of phytase. The most efficient phytate degradation was achieved by adding phytase from A. niger to the oat-based nutrient solution. However, by using the enzyme, the nutrient solution became bitter tasting and had low counts of lactic acid bacteria. (C) 1995 Academic Press Limited",0.20406679809093475,0.7959332466125488,1,0
"The effect of hydrothermal, Termamyl alpha-amylase, and Finase S40 phytase treatments on viscous behavior of dry- and wet-milled oat brans was studied. Regular oat bran from a dry-milling procedure was higher in starch and lower in beta-glucan and other dietary fibers than the fiber-concentrated oat bran from a wet-milling procedure. The high content of dietary fibers, especially beta-glucan, in the wet-milled oat bran had a marked effect on the viscosity of heat- and alpha-amylase-treated bran slurries. Heating increased the amount of soluble beta-glucan, on average, from 29 to 84%. The molecular weight of beta-glucan was 8.4 x 10(5) in regular oat bran and 6.0 x 10(5) in fiber-concentrated oat bran, and it remained unchanged during the hydrothermal and alpha-amylase treatments. The phytase preparation used for hydrolysis of phytic acid also caused a reduction in viscosity of oat bran slurries. When the phytase preparation was added before heating, the viscosity of bran slurries remained at low levels during the whole temperature cycle, owing mainly to degradation of beta-glucan. Rapid reduction in viscosity in the postheating treatments with phytase preparation was caused by the degradation of gelatinized starch together with beta-glucan. During both treatments with phytase preparation, the amount of soluble beta-glucan increased to 90%. Phytic acid content in the bran slurries decreased more (54%) in the postheating treatment than in the preheating treatment with Finase S40 phytase (36%). Enzymic studies showed that, at high levels of nonstarch polysaccharides, the viscosity of oat bran slurries changes only a little when starch is completely degraded to water-soluble oligosaccharides; but the viscosity clearly decreases when beta-glucan is only partially hydrolyzed to high molecular weight products (M(w) 4.0 x 10(4)).",0.840363621711731,0.15963637828826904,0,1
"To test the hypothesis that the composition of oat endosperm cell walls would vary with the total great beta-glucan content, endosperm walls were isolated from two cultivars of oats previously identified as containing high and low levels of beta-glucan (Marion and OA516-2, respectively). Oat endosperm cell walls were isolated by a modification of a method developed for wheat endosperm walls. In this modification, a slurry of anion exchange resin beads was used to take out cell walls from the bran (aleurone, pericarp, and testa) that were not removed using the original procedure, and cytoplasmic starch and protein were removed by ''washing'' the cell walls with 1% sodium dodecyl sulfate in 70% ethanol. In both cultivars, beta-glucan was the major endospermic cell wall polysaccharide, constituting approximately 85% of the wall. Despite the major difference in the beta-glucan content of the two cultivars, determined on a great basis, this difference was not reflected in the composition of isolated endosperm walls. The beta-glucan content and monosaccharide composition were similar for the two types of walls. There were, however, differences in the phenolic acid content of the walls between the two cultivars, with those from OA516-2 having a higher total phenolic acid content than those from Marion. Preliminary analyses indicate that oat endosperm cell walls are composed primarily of beta-glucan and arabinoxylan, with a small amount of cellulose and glucomannan. Phenolic acids and a small amount of protein, determined as amino acids, are also present in the cell wall.",0.41174450516700745,0.5882554650306702,1,1
"Isolated cell walls from two cultivars of oats, one with a high content of beta-glucan (Marion) and one with a low beta-glucan content (OA516-2), were fractionated in an attempt to understand the structure of the endosperm cell wall. Isolated walls were sequentially extracted with hot water (65 degrees C), digested with lichenase ([1-->3][1-->4]-beta-D-glucan 4-glucanohydrolase, EC 3.2.1.73), and then digested with endoxylanase. The final residue after consecutive hot-water extraction and digestion by the two enzymes was acid hydrolyzed for analysis of the monosaccharide composition by high-performance liquid chromatography (HPLC). The whole wall composition, as well as the composition of the fractions generated during hot-water extraction and enzymatic dissociation, was similar for the two cultivars of oats. The fractionation characteristics of the walls were consistent with a layered model: a relatively thin outer layer, adjacent to the middle lamella, consisting of an insoluble polysaccharide skeleton (cellulose and glucomannan) plus matrix polysaccharides (beta-glucan and arabinoxylan), and a large inner layer of soluble polysaccharides (beta-glucan and arabinoxylan). These layers correspond to the residue after hot-water extraction and the hot-water extract, respectively.",0.888839602470398,0.11116032302379608,0,0
"beta-Glucan was extracted with sodium hydroxide from one sample of hull-less barley (Azhul) bran and two samples of oat bran in the laboratory and from one sample of hull-less barley (Scout) bran in the pilot plant, and subsequently purified. The sodium hydroxide solvent extracted 96-98% of the beta-glucans from the four brans; beta-glucan recovery after purification varied from 73-77% in barley brans and 87-95% in oat brans. Azhul barley bran preparation contained 76% beta-glucan, 11% pentosans and about 1% protein, starch, ether extract, and ash; the preparations from oat brans contained 69-72% beta-glucan, 7-8% pentosans and less than 2% protein, starch, ether extract and ash. The pilot plant preparation from Scout barley bran contained only 50% beta-glucan and a high ash content (16%) due to poor washing of the extracted material; its protein, starch and ether extract contents were also higher. The apparent viscosity of the beta-glucans was highly concentration-dependent, the pilot plant preparation was the most viscous. The apparent molecular weight of the beta-glucans was estimated at 2 x 10(6). Calculation of power law constants of 1% beta-glucan solutions gave low consistency indices (<0.2 Pa x s) except for the pilot plant preparation (0.76 Pa x s), and a high flow behavior index (0.75-0.89). The latter values suggested low shear sensitivity of the preparations. (C) 1995 Academic Press Limited",0.8588705658912659,0.14112937450408936,0,0
"The study was conducted to determine if the excretion of starch and dietary fiber components varies in ileostomy subjects consuming diets high or low in dietary fiber. Excretion of starch, enzyme-resistant starch and dietary fiber components was studied in nine human subjects with ileostomies, who consumed (in a crossover design) a wheat bread-based diet (daily intake 274 g starch, 2.4 g enzyme-resistant starch and 14.4 g total dietary fiber) and a high fiber diet based on oat-bran bread (daily intake 243 g starch, 2.7 g enzyme-resistant starch and 40.2 g total dietary fiber). Food and excreta were collected on d 3 and 17. No significant differences in excretion of starch, enzyme-resistant starch or dietary fiber components were found on these 2 d in each dietary period. When subjects consumed the wheat bread-based diet they excreted (mean +/-SD) 3.3 +/- 1.7 g starch and 2.4 +/- 0.4 g enzyme-resistant starch daily, whereas when consuming the oat bran-based diet they excreted 4.5 +/- 3.1 g starch and 2.5 +/- 0.4 g enzyme-resistant starch. During both dietary periods subjects excreted significantly greater amounts of certain dietary fiber polysaccharide residues (fucose, galactose and uronic acid) than they ingested. This indicates a contribution of endogenous and/or microbial material to the dietary fiber value in ileostomy effluents. However, significantly less excretion of some dietary fiber polysaccharide residues, especially glucose residues, during the oat-bran bread-based dietary period was also noted. This was presumably caused by a degradation of mixed-linked (1,3),(1,4)-beta-D-glucans.",0.885724663734436,0.11427529156208038,0,0
"The effects of oat saponins (a mixture of avenacosides A and B) and dietary fibre (cellulose and guar gum) on the disaccharidase activities in the proximal small intestine of the rat were investigated. The influence of avenacosides A and B on the activity of disaccharidases and alpha-amylase (EC 3.2.1.1) was also studied in vitro. In vivo, oat diets with three avenacoside contents (negligible, normal and twice normal) were used. No significant differences in sucrase (EC 3.2.1.48), maltase (EC 3.2.1.20), trehalase (EC 3.2.1.28) and lactase (EC 3.2.1.21) activities were found between the oat groups after 19 d feeding. The rats that were given cellulose tended to have higher disaccharidase activities compared with the other groups. The avenacosides inhibited the lactase activity significantly in vitro while no or small effects on the other disaccharidases were found. In contrast, the in vitro hydrolysis of starch by alpha-amylase was increased in the presence of saponins, probably due to their detergent effect. Thus, the in vitro studies showed that the avenacosides could influence the enzyme activities. In vivo, these effects are probably minor due to the low avenacoside concentrations found in oats.",0.8342444896697998,0.1657555252313614,0,0
"Objectives: The effect of consumption of a wheat-flour bread-based low-fibre diet (7.8g/day fibre; 1.0 portion) or the same diet in which the wheat bread was exchanged for a bread based on oat bran with a high fibre content (31.9 g/day fibre; 1.0 portion) on the ileal excretion of amino acid residues and crude protein was studied. Design: The study was performed as a cross-over design. Setting: The subjects were studied as outpatients except on the sampling days when all subjects were admitted to the research ward and stayed in a nearby patient hotel overnight. Subjects: Seven men and three women, all proctocolectomised for ulcerative colitis, volunteered to participate in the study. One female subject was withdrawn from the study because of inflammation of the ileal stoma. Interventions: During each dietary period of 3 weeks, food and excreta were collected and analysed on days 3 and 17. Results: No significant differences in excretion of crude protein or amino acids (free and bound) were found between the two sampling days. Intake as well as excretion of all analysed amino acids was higher during the high-fibre diet period, although the relative proportion of amino acids was comparable in the two diets and their corresponding ileal effluents. Aspartic acid, glycine, threonine, alanine and serine were found in considerably higher relative proportions in the effluents from the subjects when they consumed each of the two diets than their concentrations in the diets. The apparent digestibilities were significantly (P < 0.05) lower for all analysed amino acids during the high-fibre diet period. Aspartic acid (10.7%), alanine (9.9%) and glycine (8.5%) showed a more pronounced decrease than the mean decrease in amino acid digestibility (6.6%) when subjects consumed the high-fibre diet. Conclusion: Intake of the oat bran high-fibre diet resulted in significantly lower amino acid and crude protein digestibility. The relative amino acid proportions in the diets and their corresponding excretas were, however, comparable for the two diets. Sponsorship: This project was supported by the Swedish Council of Forestry and Agricultural Research (SJFR) and Wasabrod AB. Descriptors: amino acids, digestibility, human, ileostomy, oat bran.",0.08669023215770721,0.9133098125457764,1,0
"Oat bran porridges were cooked and fermented at 5, 10, 15, and 20% solids (as is basis). Cooking was carried out on gas stove and viscograph. Supplementation with malt flour at 0.1, 0.25, 0.5, 0.75, and 1%. Cooked oat bran porridge was inoculated with fresh yoghurt and fermented 18 h overnight in an incubator at 42 degrees C. Falling number values were made to estimate the effects of amylase treatments by addition of malt flour on oat bran slurry when heated in an aqueous suspension. Pasting properties were observed with the viscograph and consistency measurements were made with Bostwick consistometer. The falling number method was not suitable for consistency measurements due to wide variations in values obtained. Enzymatic additions reduced the consistency of porridge with an increase in flowability during measurements. The peak heights obtained from the viscograms reduced proportionally with an increase in malt flour supplementation. The desirability of a product with higher energy values and a sufficiently low consistency that is spoonable was possible with cooked, fermented oat bran porridge.",0.17323824763298035,0.826761782169342,1,1
"The rheological behavior of partially hydrolyzed oat (1-->3)(1-->4)beta-D-glucan was compared to that of the original unhydrolyzed P-D-glucan. Flow and oscillatory shear measurements of the nonhydrolyzed sample in aqueous solution showed behavior typical of noninteracting polysaccharides, such as guar gum, in solution. The theology of partially hydrolyzed samples shifted toward the more gel-like behavior observed with polymers, which tend to aggregate and form a three-dimensional macromolecular network. The aggregation may arise from a tendency of the beta-glucan to self-associate through cellulose-like sequences in the structure. However, the reason why this behavior was not observed with unhydrolyzed oat gum is not understood. It is unlikely that structural variations, such as the amount of cellulose-like sequences, accounted for the different theology, because quantitative analysis of oligosaccharides released by lichenase evidenced only minor differences between intact oat beta-glucan and hydrolyzed samples. A more likely explanation is that because of their lower molecular weight, the partially hydrolyzed molecules are more mobile and diffuse more easily. Hence, they have a greater probability of forming aggregates.",0.9208685755729675,0.07913143187761307,0,0
"Objective: There is much evidence that oat products lower serum lipid concentrations in hypercholesterolaemic subjects. This effect has been attributed to the soluble fibre component of oat (1-->3)(1-->4)-beta-D-glucan. Therefore, the practical role of oat bran beta-glucan on serum lipid indices was examined. Design: A metabolically controlled, randomised, single-blind, cross-over study. Setting: Swiss Federal Institute of Technology, Department of Food Science and University Hospital, Zurich, Switzerland. Subjects: 14 healthy young men, selected from university staff and students. Interventions: After a 1-week run-in period subjects were randomly assigned to a test group (oat gum instant whip, 9 g beta-glucan/day) or a control group (placebo instant whip) for 14 days. After completing the first diet, subjects switched to the other diet for 14 days. The study was strictly metabolically controlled. Blood samples were collected for measurement of serum total cholesterol, HDL cholesterol, LDL cholesterol, and triglyceride concentrations. Results: The dietary intake of the two groups was not significantly different. The body weights and physical activities of the subjects did not change significantly during the study. No statistically significant effect of the oat gum could be detected on serum total cholesterol, LDL cholesterol and triglyceride concentrations. HDL cholesterol was significantly higher (P < 0.05) during the test period. Conclusions: The cholesterol-lowering capacity of oat gum in healthy young men is weak. The effect of oat bran preparations on serum cholesterol levels cannot be estimated by the beta-glucan content but by measurement of the solubility and viscosity of the beta-glucan.",0.25150156021118164,0.7484983801841736,1,1
"Oat protein fractions were characterized by reversed-phase high-performance liquid chromatography (RP-HPLC). Salt-soluble, alcohol-soluble, and alkali-soluble protein fractions were extracted with 1.0 M NaCl, 52% ethanol, and 1% sodium dodecyl sulfate (SDS) in 0.05 M borate buffer (pH 10), respectively. RP-HPLC analysis conditions were first optimized for column performance, concentration of ion-pairing reagent (trifluoroacetic acid [TFA]), protein reductive state, and elution temperature. These analysis conditions were used to characterize five Finnish oat cultivars (Puhti, Ryhti, Veli, Nasta, and Virma). In addition, effects of processing on oat protein composition were analyzed in high-protein oat flour and steamed oat goats derived from the oat starch process. Wet processing only slightly influenced RP-HPLC separation profiles of protein fractions. The greatest difference between high-protein oat flour and groats was the amount of salt-soluble components eluting during the first 15 min. Prolamin patterns of Puhti, Ryhti, and Virma clearly differentiate these cultivars. Prolamin patterns of cultivars Veli and Nasta were similar; half the genome in these cultivars is from the same parent. For all cultivars, RP-HPLC separations of salt- and alkali-soluble proteins were similar. However, quantities of some components differed, particularly those in the alkali-soluble fraction. RP-HPLC reproducibility was generally good, although replicate alcohol extractions revealed some components not consistently present. These were probably due to the extractant (52% ethanol). Other trials suggested that 70% ethanol may be a more reliable oat prolamin extractant for RP-HPLC analysis. These results emphasize the importance of thoroughly optimizing RP-HPLC analysis conditions for protein characterization.",0.36733919382095337,0.6326608061790466,1,0
"Capillary zone electrophoresis (CZE) of endosperm storage proteins was used to differentiate cultivars of both oats and rice in less than 12 min. This is the first report that proteins of these two cereals have been separated by CZE. Cultivars were chosen for the difficulty of differentiating them by other means, electrophoretic or chromatographic. Ethanol (70%) extracts of the oat samples were separated on a 20-mum i.d. untreated fused-silica capillary, whereas rice samples were extracted with 60% 1-propanol, and the solubilized proteins were separated on a 50-mum i.d. untreated fused-silica capillary. The CZE separation buffer was 0.1 M phosphate, pH 2.5, containing 0.05% hydroxypropylmethylcellulose (HPMC). Most cultivars were differentiated quickly and easily. Only the patterns of two rice cultivars, IR36 and IR50, were nearly identical. There were no differences between IR36 and IR50 extracts by high-performance liquid chromatography (HPLC) or acid (A)-polyacrylamide gel electrophoresis (PAGE). CZE is a faster method of separating endosperm storage proteins than A-PAGE and separates as least as well and better in most cases than either A-PAGE or reversed phase (RP)-HPLC.",0.3943343162536621,0.6056656241416931,1,1
"Oat bran was treated with endo-beta-D-glucanases to hydrolyze beta(1-->3) (1-->4)-glucans. Hydrolysis of beta-glucans reduced the in vitro viscosity of a suspension of oat bran. Untreated oat bran and hydrolyzed oat bran were incorporated into hypercholesterolemic purified diets and fed to rats for 4 wk; a diet containing cellulose was used as a control. Hepatic cholesterol accumulation was affected by dietary treatment and was less in the oat bran group than in the enzyme-treated oat bran or cellulose groups. Thus, functional properties of (1-->3) (1-->4)-beta-D-glucan, such as viscosity, appear to be related to its hypocholesterolemic potential.",0.3849867284297943,0.6150132417678833,1,0
"In order to study the cholesterol-lowering properties of oat bran-based ready-to-eat cereal (RTE), rats (12/group) were fed the following diets: basal semipurified (B), B plus 1% cholesterol (BC), BC plus 10% cellulose (fiber control), BC + 67% of an extruded RTE cereal; BC + 67% of a conventionally cooked RTE cereal; and BC + 67% of the raw ingredients of the latter. All the RTE cereal products were oat bran-based, and 1% cholesterol was included in the dietary formulations. Ar the end of a 3-week feeding period, serum total cholesterol was significantly increased from 2.02 +/- 0.13 mmol/L to 3.57 +/- 0.18 mmol/L due to cholesterol feeding alone. The presence of either cellulose or oat bran products in the diet negated the hypercholesterolemia. Inclusion of 1% cholesterol in the diet raised liver cholesterol almost 10 fold. All three of the oat bran-based products significantly inhibited the increase but cellulose was ineffective. Liver cholesterol content was due primarily to the accumulation of cholesteryl esters. Liver triglyceride was also increased by dietary cholesterol and the presence of cellulose or oat bran in the diet appeared to enhance this effect. The method of processing the RTE appears to affect the efficacy of oat bran.",0.00935891829431057,0.9906410574913025,1,1
